name,hasBoundRole2,type,label,hasBoundRole1
Binding_959,['Role_Frame_Stability_stablity_entity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Unstable.unstable_entity=Stability.stablity_entity'],['Role_Frame_Unstable_unstable_entity']
Binding_467,['Role_Frame_Plurality_individual_entities'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Group.members=Plurality.individual_entities'],['Role_Frame_Group_members']
Binding_408,['Role_Frame_Process_process'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Governing action.jurisdiction_affect_x-schema=Process.process'],['Role_Frame_Governing_action_jurisdiction_affect_x_schema']
Binding_156,['Role_Frame_Government_governing_actions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Citizen evaluation of government.Behavior=Government.governing_actions'],['Role_Frame_Citizen_evaluation_of_government_Behavior']
Binding_803,['Role_Frame_Caused_change_of_state_cause'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Restore to life.restorative_cause=Caused change of state.cause'],['Role_Frame_Restore_to_life_restorative_cause']
Binding_910,['Role_Frame_Create_object_created_object'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Textile.textile_whole=Create_object.created_object'],['Role_Frame_Textile_textile_whole']
Binding_80,['Role_Frame_Trajector_landmark_background'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Being at a location.locale=Trajector_landmark.background'],['Role_Frame_Being_at_a_location_locale']
Binding_252,['Role_Frame_Caused_change_of_state_initial_state'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Dissect.entity_in_totality=Caused change of state.initial_state'],['Role_Frame_Dissect_entity_in_totality']
Binding_874,['Role_Frame_Group_defining_properties'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Social group.defining_properties=Group.defining_properties'],['Role_Frame_Social_group_defining_properties']
Binding_904,['Role_Frame_Governing_action_governing_actor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Taxation.taxer=Governing action.governing_actor'],['Role_Frame_Taxation_taxer']
Binding_908,['Role_Frame_Taxation_tax_rate'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Taxes.rate=Taxation.tax_rate'],['Role_Frame_Taxes_rate']
Binding_241,['Role_Frame_Emotion_emotion_level'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Directed emotion.degree=Emotion.emotion_level'],['Role_Frame_Directed_emotion_degree']
Binding_819,['Role_Frame_State_possible_state_values'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Scale.maximal value=State.possible_state_values'],['Role_Frame_Scale_maximal_value']
Binding_609,['Role_Frame_Possession_possessing'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Lose possession.lose_possession_x-schema.ongoing=Possession.possessing.finish'],['Role_Frame_Lose_possession_lose_possession_x_schema_ongoing']
Binding_46,['Role_Frame_Biological_entity_organism'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Animate entity.animate_entity=Biological entity.organism'],['Role_Frame_Animate_entity_animate_entity']
Binding_151,['Role_Frame_Evaluation_evaluation'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Citizen evaluation of government.Evaluation=Evaluation.evaluation'],['Role_Frame_Citizen_evaluation_of_government_Evaluation']
Binding_196,['Role_Frame_Relation_relation_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Control.control_relation_status=Relation.relation_x-schema'],['Role_Frame_Control_control_relation_status']
Binding_235,['Role_Frame_Natural_process_natural_process'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Destructive natural process.destructive_process=Natural process.natural_process'],['Role_Frame_Destructive_natural_process_destructive_process']
Binding_956,['Role_Frame_Judgment_normative_judged_action'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Trust relationship.normative_action=Judgment.normative_judged_action'],['Role_Frame_Trust_relationship_normative_action']
Binding_164,['Role_Frame_Recreational_competition_prize'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Competitive sport.prize=Recreational competition.prize'],['Role_Frame_Competitive_sport_prize']
Binding_215,['Role_Frame_Legality_action'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Crime.criminal_activity=Legality.action'],['Role_Frame_Crime_criminal_activity']
Binding_712,['Role_Frame_Competition_competition_competitor2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Physical competition.competitor2=Competition.competition_competitor2'],['Role_Frame_Physical_competition_competitor2']
Binding_732,['Role_Frame_Bounded_region_boundary'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Political region.borders=Bounded region.boundary'],['Role_Frame_Political_region_borders']
Binding_864,['Role_Frame_Work_scenario_affected_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Shepherding.sheep=Work scenario.affected_entity'],['Role_Frame_Shepherding_sheep']
Binding_485,['Role_Frame_Emotion_cause_of_emotion'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Happiness.cause_of_emotion=Emotion.cause_of_emotion'],['Role_Frame_Happiness_cause_of_emotion']
Binding_781,['Role_Frame_Cognizing_cognizer'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Reasoning.reasoner=Cognizing.cognizer'],['Role_Frame_Reasoning_reasoner']
Binding_639,['Role_Frame_Source_path_goal_landmark'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion along a path.landmark=Source path goal.landmark'],['Role_Frame_Motion_along_a_path_landmark']
Binding_602,['Role_Frame_Life_life_liver'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Living.living_protagonist=Life.life_liver'],['Role_Frame_Living_living_protagonist']
Binding_880,['Role_Frame_Relation_entity_2'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Spatial relation.entity_2=Relation.entity_2'],['Role_Frame_Spatial_relation_entity_2']
Binding_986,['Role_Frame_Seeing_seen_object'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Visual obstruction.focal_object=Seeing.seen_object'],['Role_Frame_Visual_obstruction_focal_object']
Binding_399,['Role_Frame_Government_governor'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Governing action.governing_actor=Government.governor'],['Role_Frame_Governing_action_governing_actor']
Binding_840,['Role_Frame_Change_of_state_final_state'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self-initiated state change.objective=Change of state.final_state'],['Role_Frame_Self_initiated_state_change_objective']
Binding_262,['Role_Frame_Cut_initial_size_of_object'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Dissect.entity_in_totality=Cut.initial_size_of_object'],['Role_Frame_Dissect_entity_in_totality']
Binding_743,['Role_Frame_Responsibility_source_of_obligation'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Position.position=Responsibility.source_of_obligation'],['Role_Frame_Position_position']
Binding_449,['Role_Frame_Governing_action_constraints_on_governing_actions'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government executive action.constraints_on_executive_actions=Governing action.constraints_on_governing_actions'],['Role_Frame_Government_executive_action_constraints_on_executive_actions']
Binding_891,['Role_Frame_Stability_stablity_scale'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Stable.stable_status=Stability.stablity_scale'],['Role_Frame_Stable_stable_status']
Binding_306,['Role_Frame_Control_dependent_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Employment.employee=Control.dependent_entity'],['Role_Frame_Employment_employee']
Binding_622,['Role_Frame_Motion_affecting_external_factors_impediment'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Motion-affecting actors.actor=Motion-affecting external factors.impediment'],['Role_Frame_Motion_affecting_actors_actor']
Binding_556,['Role_Frame_Government_decision_making_decision_making_standard'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Judicial decision-making.judicial_standards=Government decision making.decision_making_standard'],['Role_Frame_Judicial_decision_making_judicial_standards']
Binding_466,['Role_Frame_legislative_branch_legislature'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government institution US.legislative_branch=legislative branch.legislature'],['Role_Frame_Government_institution_US_legislative_branch']
Binding_899,['Role_Frame_Being_at_a_Low_Location_located_thing'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Sunken confinement.confined_entity=Being at a Low Location.located_thing'],['Role_Frame_Sunken_confinement_confined_entity']
Binding_739,['Role_Frame_Power_power_yielder'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Position.subordinates=Power.power_yielder'],['Role_Frame_Position_subordinates']
Binding_462,['Role_Frame_Institution_rules'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Government institution.rules=Institution.rules'],['Role_Frame_Government_institution_rules']
Binding_687,['Role_Frame_Relation_relation'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Part whole.whole-part_relation=Relation.relation'],['Role_Frame_Part_whole_whole_part_relation']
Binding_115,['Role_Frame_Containing_container'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Building.building_whole=Containing.container'],['Role_Frame_Building_building_whole']
Binding_484,['Role_Frame_Emotion_emotion'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Happiness.happiness=Emotion.emotion'],['Role_Frame_Happiness_happiness']
Binding_816,['Role_Frame_Emotion_bodily_effect'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Sadness.bodily_effect=Emotion.bodily_effect'],['Role_Frame_Sadness_bodily_effect']
Binding_274,['Role_Frame_Physical_affliction_affliction'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Drugs.drug=Physical_affliction.affliction'],['Role_Frame_Drugs_drug']
Binding_852,['Role_Frame_Affected_motion_cause'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Self propelled motion.mover=Affected motion.cause'],['Role_Frame_Self_propelled_motion_mover']
Binding_246,['Role_Frame_Harm_to_living_entity_victim'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Disease.patient=Harm to living entity.victim'],['Role_Frame_Disease_patient']
Binding_103,['Role_Frame_Animate_entity_specialized_parts'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Body.body_parts=Animate entity.specialized_parts'],['Role_Frame_Body_body_parts']
Binding_374,['Role_Frame_Affected_motion_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Forced motion.mover=Affected motion.mover'],['Role_Frame_Forced_motion_mover']
Binding_161,['Role_Frame_Recreational_competition_event'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Competitive sport.sporting_event=Recreational competition.event'],['Role_Frame_Competitive_sport_sporting_event']
Binding_413,['Role_Frame_Authority_governed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government.governed=Authority.governed'],['Role_Frame_Government_governed']
Binding_547,['Role_Frame_Government_decision_making_entity_under_consideration_status_change'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Judicial decision-making.judged_party_status_change=Government decision making.entity_under_consideration_status_change'],['Role_Frame_Judicial_decision_making_judged_party_status_change']
Binding_415,['Role_Frame_Political_region_locale'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Government.jurisdiction=Political region.locale'],['Role_Frame_Government_jurisdiction']
Binding_746,['Role_Frame_Relation_entity_1'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Possession.possessor=Relation.entity_1'],['Role_Frame_Possession_possessor']
Binding_370,['Role_Frame_Complex_process_complex_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Force-dynamic interaction.f-d_interaction_x-schema=Complex process.complex_x-schema'],['Role_Frame_Force_dynamic_interaction_f_d_interaction_x_schema']
Binding_930,['Role_Frame_Complex_process_process1'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Transfer scenario.transferor_process=Complex_process.process1'],['Role_Frame_Transfer_scenario_transferor_process']
Binding_149,['Role_Frame_Authority_governed'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Child care.child(ren)=Authority.governed'],['Role_Frame_Child_care_child_ren_']
Binding_754,['Role_Frame_Economic_status_status'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Poverty.amount of resources=Economic status.status'],['Role_Frame_Poverty_amount_of_resources']
Binding_20,['Role_Frame_Causation_agent'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Addressing social problems.problem_solvers=Causation.agent'],['Role_Frame_Addressing_social_problems_problem_solvers']
Binding_225,['Role_Frame_Caused_change_of_state_affected'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Death.death_protagonist=Caused change of state.affected'],['Role_Frame_Death_death_protagonist']
Binding_518,['Role_Frame_Organization_organization_whole'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Institution.institution_whole=Organization.organization_whole'],['Role_Frame_Institution_institution_whole']
Binding_635,['Role_Frame_Motion_mover'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Motion along a path.mover=Motion.mover'],['Role_Frame_Motion_along_a_path_mover']
Binding_984,['Role_Frame_Visual_obstruction_obstructing_object'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Visual evaluation.difficulties in evaluating=Visual obstruction.obstructing_object'],['Role_Frame_Visual_evaluation_difficulties_in_evaluating']
Binding_898,['Role_Frame_Confinement_confined_entity'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Sunken confinement.confined_entity=Confinement.confined_entity'],['Role_Frame_Sunken_confinement_confined_entity']
Binding_166,['Role_Frame_Recreational_competition_activity_x_schema'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Competitive sport.activity x-schema=Recreational competition.activity_x-schema'],['Role_Frame_Competitive_sport_activity_x_schema']
Binding_64,['Role_Frame_Trust_trusting_entity'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Authority.governed=Trust.trusting_entity'],['Role_Frame_Authority_governed']
Binding_590,['Role_Frame_Governing_action_governing_action_outcome'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Legislative action.legislative_action_outcome=Governing action.governing_action_outcome'],['Role_Frame_Legislative_action_legislative_action_outcome']
Binding_679,['Role_Frame_Force_application_effector'],"['NamedIndividual', 'Binding', 'Binding']",['Frame:Object manipulation.effector=Force-application.effector'],['Role_Frame_Object_manipulation_effector']
Binding_939,['Role_Frame_Motion_to_a_bounded_region_mover'],"['Binding', 'NamedIndividual', 'Binding']",['Frame:Trespassing.trespasser=Motion to a bounded region.mover'],['Role_Frame_Trespassing_trespasser']
